0 0.372844 0.259363 0.052958 0.076312 0.420654 0.092888 0.004041
0 0.038650 0.139796 0.017762 0.011183 0.439209 0.020990 0.000199
0 0.381890 0.069322 0.031906 0.044899 0.441895 0.055082 0.001433
0 0.249413 0.479912 0.012993 0.011183 0.441895 0.017143 0.000145
0 0.134204 0.093828 0.019736 0.014966 0.457275 0.024769 0.000295
0 0.077217 0.543231 0.025492 0.015460 0.460938 0.029814 0.000394
0 0.406642 0.093334 0.043912 0.070227 0.488037 0.082826 0.003084
0 0.006990 0.184613 0.013979 0.027466 0.504395 0.030819 0.000384
0 0.011266 0.055343 0.022532 0.054109 0.549805 0.058613 0.001219
0 0.270711 0.195057 0.034867 0.026644 0.554688 0.043881 0.000929
0 0.318159 0.296203 0.040952 0.037498 0.591309 0.055527 0.001536
0 0.479747 0.071707 0.029275 0.031249 0.644043 0.042819 0.000915
0 0.366677 0.085440 0.018585 0.014966 0.647461 0.023862 0.000278
0 0.344063 0.330001 0.013815 0.013651 0.664551 0.019422 0.000189
0 0.335182 0.201471 0.011184 0.010526 0.668457 0.015358 0.000118
0 0.247932 0.498908 0.033715 0.031084 0.673828 0.045858 0.001048
0 0.350724 0.154022 0.053451 0.033057 0.680176 0.062848 0.001767
0 0.398994 0.323340 0.011184 0.008223 0.698242 0.013882 0.000092
0 0.095226 0.278687 0.134204 0.088318 0.700684 0.160658 0.011853
0 0.339705 0.227950 0.057728 0.058221 0.705078 0.081989 0.003361
0 0.290365 0.431888 0.020558 0.018091 0.708984 0.027385 0.000372
0 0.033633 0.514368 0.066609 0.074174 0.738281 0.099692 0.004941
0 0.345954 0.315610 0.019901 0.013815 0.743164 0.024226 0.000275
0 0.453433 0.295792 0.005921 0.004770 0.745117 0.007603 0.000028
0 0.293161 0.456640 0.067267 0.064635 0.750977 0.093287 0.004348
0 0.101558 0.216931 0.032400 0.040459 0.753418 0.051833 0.001311
0 0.097117 0.087578 0.031742 0.014966 0.768555 0.035093 0.000475
0 0.341842 0.176883 0.053781 0.032071 0.772461 0.062617 0.001725
0 0.136671 0.113975 0.023354 0.021380 0.774902 0.031663 0.000499
0 0.478843 0.036923 0.031084 0.026479 0.779785 0.040834 0.000823
0 0.290612 0.170387 0.049998 0.032564 0.780273 0.059667 0.001628
0 0.015295 0.144319 0.030591 0.033715 0.780762 0.045525 0.001031
0 0.161834 0.440522 0.008881 0.006414 0.785645 0.010955 0.000057
0 0.444223 0.082891 0.046708 0.061181 0.791016 0.076973 0.002858
0 0.058797 0.042597 0.113317 0.082562 0.795898 0.140204 0.009356
0 0.102627 0.100982 0.026973 0.019407 0.797363 0.033229 0.000523
0 0.231815 0.051478 0.045228 0.041446 0.798828 0.061346 0.001875
0 0.012829 0.300068 0.018420 0.020558 0.809082 0.027603 0.000379
0 0.191767 0.053863 0.070392 0.050162 0.811035 0.086436 0.003531
0 0.413796 0.049751 0.018420 0.021545 0.812988 0.028346 0.000397
0 0.015131 0.082397 0.030262 0.038156 0.827637 0.048700 0.001155
0 0.081822 0.324820 0.038320 0.021052 0.848145 0.043722 0.000807
0 0.479336 0.109534 0.032729 0.058221 0.879883 0.066789 0.001905
0 0.134698 0.027712 0.068089 0.052136 0.898438 0.085757 0.003550
0 0.206240 0.018914 0.050327 0.037169 0.922363 0.062565 0.001871
0 0.280661 0.049998 0.056741 0.040130 0.936523 0.069498 0.002277
0 0.277701 0.244068 0.037992 0.040459 0.944824 0.055500 0.001537
