0 0.147250 0.232765 0.001855 0.002820 0.400635 0.003375 0.000005
0 0.120835 0.047933 0.001113 0.002077 0.402344 0.002357 0.000002
0 0.061289 0.030496 0.001484 0.002077 0.402832 0.002553 0.000003
0 0.192957 0.157267 0.002300 0.001410 0.403076 0.002698 0.000003
0 0.140720 0.200414 0.001410 0.001187 0.404053 0.001843 0.000002
0 0.146322 0.237255 0.003265 0.003487 0.404785 0.004777 0.000011
0 0.151108 0.009980 0.001855 0.002894 0.404785 0.003437 0.000005
0 0.044260 0.239889 0.001855 0.002226 0.405029 0.002897 0.000004
0 0.173517 0.116642 0.001410 0.001336 0.406006 0.001942 0.000002
0 0.190360 0.224863 0.001410 0.000965 0.406250 0.001708 0.000001
0 0.199821 0.177894 0.001632 0.001410 0.406250 0.002157 0.000002
0 0.035765 0.293572 0.001929 0.002300 0.406738 0.003002 0.000004
0 0.177969 0.133115 0.001410 0.001929 0.407471 0.002389 0.000003
0 0.040550 0.228351 0.002449 0.002746 0.407959 0.003679 0.000007
0 0.099762 0.120130 0.001855 0.001632 0.408447 0.002471 0.000003
0 0.038918 0.138012 0.002597 0.001929 0.408936 0.003235 0.000005
0 0.106106 0.272277 0.001781 0.001855 0.409180 0.002571 0.000003
0 0.223416 0.031535 0.001632 0.002820 0.409180 0.003258 0.000005
0 0.169547 0.035542 0.001632 0.001484 0.410400 0.002206 0.000002
0 0.061846 0.028827 0.001855 0.001706 0.410889 0.002521 0.000003
0 0.182866 0.085775 0.001410 0.001187 0.411377 0.001843 0.000002
0 0.180566 0.249646 0.001855 0.001855 0.411621 0.002623 0.000003
0 0.187689 0.153000 0.003042 0.001632 0.412598 0.003452 0.000005
0 0.163945 0.050901 0.001855 0.002671 0.412842 0.003252 0.000005
0 0.112005 0.187800 0.005565 0.003710 0.413086 0.006688 0.000021
0 0.095718 0.006567 0.001187 0.001261 0.413086 0.001732 0.000001
0 0.083104 0.212694 0.001632 0.001410 0.414062 0.002157 0.000002
0 0.166393 0.032833 0.001855 0.002003 0.414062 0.002730 0.000004
0 0.078355 0.185018 0.001187 0.001855 0.416016 0.002202 0.000002
0 0.042999 0.256176 0.002449 0.002300 0.416260 0.003359 0.000006
0 0.207426 0.265747 0.001113 0.001855 0.417725 0.002163 0.000002
0 0.182680 0.066817 0.001632 0.001410 0.417725 0.002157 0.000002
0 0.202047 0.166171 0.001632 0.001410 0.417969 0.002157 0.000002
0 0.149958 0.250574 0.002078 0.003710 0.418457 0.004252 0.000008
0 0.213028 0.259218 0.002078 0.001410 0.418945 0.002511 0.000003
0 0.220411 0.058024 0.003933 0.003413 0.419189 0.005207 0.000013
0 0.076426 0.061252 0.001929 0.001261 0.420410 0.002305 0.000002
0 0.029346 0.280921 0.002300 0.008904 0.420898 0.009196 0.000020
0 0.097462 0.221932 0.001261 0.002523 0.420898 0.002821 0.000003
0 0.036098 0.049083 0.002003 0.001855 0.421387 0.002730 0.000004
0 0.214104 0.148919 0.002152 0.001632 0.421631 0.002701 0.000004
0 0.084106 0.191065 0.001855 0.001632 0.422852 0.002471 0.000003
0 0.069191 0.128403 0.001558 0.001410 0.423340 0.002101 0.000002
0 0.095866 0.181753 0.001781 0.001410 0.423584 0.002271 0.000003
0 0.127290 0.236179 0.004675 0.005788 0.425293 0.007440 0.000027
0 0.160124 0.283778 0.001632 0.001410 0.426270 0.002157 0.000002
0 0.105216 0.177746 0.002820 0.002300 0.426270 0.003639 0.000006
0 0.132261 0.235956 0.001410 0.001187 0.426514 0.001843 0.000002
0 0.186057 0.259663 0.002152 0.002300 0.426758 0.003150 0.000005
0 0.043667 0.229389 0.002300 0.001855 0.427490 0.002955 0.000004
0 0.102952 0.111077 0.001558 0.001484 0.427490 0.002152 0.000002
0 0.206239 0.016992 0.001410 0.002226 0.427490 0.002635 0.000003
