stream_order,site_id,long,lat,type,folder,label,d50_mm_yolo,d50_mm_nexss,d50_mm_abeshu
4,S63,-120.573226,46.041823,yolo,20210901_RC2_VerticalQuadrat,5,81.315044,4.070785795,0.59107137
7,T02,-119.999901,46.232095,yolo,20210901_RC2_no,4,32.626765,0.6258384,0.28501967
7,T03,-120.470337,46.530817,yolo,20210901_RC2_maybe,3,31.520842000000002,2.0336484,0.94312614
7,T03,-120.470337,46.530817,yolo,20210901_RC2_yes,6,42.878458,2.0336484,0.94312614
7,T07,-119.47405,46.255319,yolo,20210901_RC2_yes,6,15.157513,5.1026399,0.42117113
4,S13R,-121.086972,47.420551,yolo,20210901_RC2_no,4,247.341187,42.33093973,1.4370929
4,S13R,-121.086972,47.420551,yolo,20210901_RC2_yes,6,60.882829,42.33093973,1.4370929
4,S13R,-121.086972,47.420551,yolo,20210901_RC2_yes,6,235.39138100000002,42.33093973,1.4370929
4,S13R,-121.086972,47.420551,yolo,20210901_RC2_yes,6,166.57020599999998,42.33093973,1.4370929
4,S13R,-121.086972,47.420551,yolo,20210901_RC2_yes,6,105.362186,42.33093973,1.4370929
4,S13R,-121.086972,47.420551,yolo,20210901_RC2_yes,6,204.384173,42.33093973,1.4370929
4,S13R,-121.086972,47.420551,yolo,20210901_RC2_yes,6,175.08199299999998,42.33093973,1.4370929
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_maybe,3,289.62047,48.66764834,1.3633813
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_maybe,3,213.634899,48.66764834,1.3633813
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_maybe,3,104.79697300000001,48.66764834,1.3633813
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_no,4,46.072169,48.66764834,1.3633813
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_yes,6,394.74954299999996,48.66764834,1.3633813
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_yes,6,148.96766,48.66764834,1.3633813
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_yes,6,93.115178,48.66764834,1.3633813
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_yes,6,268.109207,48.66764834,1.3633813
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_yes,6,39.234127,48.66764834,1.3633813
3,S17R,-121.10174,47.394429,yolo,20210901_RC2_yes,6,26.752914999999998,48.66764834,1.3633813
5,S18R,-121.096933,47.39603,yolo,20210901_RC2_no,4,154.021657,91.7347576,2.238602
5,S18R,-121.096933,47.39603,yolo,20210901_RC2_yes,6,238.223434,91.7347576,2.238602
5,S18R,-121.096933,47.39603,yolo,20210901_RC2_yes,6,332.899337,91.7347576,2.238602
5,S18R,-121.096933,47.39603,yolo,20210901_RC2_yes,6,154.037882,91.7347576,2.238602
5,S18R,-121.096933,47.39603,yolo,20210901_RC2_yes,6,54.216387,91.7347576,2.238602
5,S18R,-121.096933,47.39603,yolo,20210901_RC2_yes,6,117.563185,91.7347576,2.238602
3,S19,-120.904118,47.258225,yolo,20210901_RC2_maybe,3,70.511653,8.821904652,1.6317056
3,S19,-120.904118,47.258225,yolo,20210901_RC2_no,4,44.916196,8.821904652,1.6317056
3,S19,-120.904118,47.258225,yolo,20210901_RC2_yes,6,64.523344,8.821904652,1.6317056
3,S19,-120.904118,47.258225,yolo,20210901_RC2_yes,6,90.823911,8.821904652,1.6317056
3,S19,-120.904118,47.258225,yolo,20210901_RC2_yes,6,47.113409000000004,8.821904652,1.6317056
4,S19E,-120.878922,47.255067,yolo,20210901_RC2_maybe,3,63.23960000000001,22.45103372,0.5224068
4,S19E,-120.878922,47.255067,yolo,20210901_RC2_yes,6,22.777592,22.45103372,0.5224068
4,S19E,-120.878922,47.255067,yolo,20210901_RC2_yes,6,17.908095999999997,22.45103372,0.5224068
5,S20R,-121.01556,47.19028,yolo,20210901_RC2_maybe,3,103.78217500000001,49.71805342,1.5836164
5,S20R,-121.01556,47.19028,yolo,20210901_RC2_yes,6,87.75031299999999,49.71805342,1.5836164
5,S20R,-121.01556,47.19028,yolo,20210901_RC2_yes,6,156.209595,49.71805342,1.5836164
5,S21R,-121.043826,47.185797,yolo,20210901_RC2_maybe,3,74.114659,13.965597,1.9475806
5,S21R,-121.043826,47.185797,yolo,20210901_RC2_maybe,3,68.471376,13.965597,1.9475806
5,S21R,-121.043826,47.185797,yolo,20210901_RC2_maybe,3,20.693026,13.965597,1.9475806
5,S21R,-121.043826,47.185797,yolo,20210901_RC2_yes,6,44.506544000000005,13.965597,1.9475806
5,S21R,-121.043826,47.185797,yolo,20210901_RC2_yes,6,35.921980999999995,13.965597,1.9475806
5,S21R,-121.043826,47.185797,yolo,20210901_RC2_yes,6,93.657596,13.965597,1.9475806
5,S21R,-121.043826,47.185797,yolo,20210901_RC2_yes,6,43.76563,13.965597,1.9475806
5,S21R,-121.043826,47.185797,yolo,20210901_RC2_yes,6,16.769076000000002,13.965597,1.9475806
5,S24R,-121.108406,47.354254,yolo,20210901_RC2_maybe,3,154.058409,117.6877963,2.3492994
5,S24R,-121.108406,47.354254,yolo,20210901_RC2_maybe,3,155.618007,117.6877963,2.3492994
5,S24R,-121.108406,47.354254,yolo,20210901_RC2_yes,6,98.831113,117.6877963,2.3492994
5,S24R,-121.108406,47.354254,yolo,20210901_RC2_yes,6,45.582932,117.6877963,2.3492994
3,S25,-120.897057,47.262537,yolo,20210901_RC2_maybe,3,76.808763,8.220336681,0.3911214
3,S25,-120.897057,47.262537,yolo,20210901_RC2_no,4,116.430178,8.220336681,0.3911214
3,S25,-120.897057,47.262537,yolo,20210901_RC2_no,4,102.33224200000001,8.220336681,0.3911214
3,S25,-120.897057,47.262537,yolo,20210901_RC2_yes,6,27.90105,8.220336681,0.3911214
5,S26R,-120.834427,47.168488,yolo,20210901_RC2_maybe,3,141.767025,48.26868896,1.4357215
5,S26R,-120.834427,47.168488,yolo,20210901_RC2_maybe,3,164.148409,48.26868896,1.4357215
5,S26R,-120.834427,47.168488,yolo,20210901_RC2_maybe,3,106.136147,48.26868896,1.4357215
5,S26R,-120.834427,47.168488,yolo,20210901_RC2_maybe,3,117.320501,48.26868896,1.4357215
5,S26R,-120.834427,47.168488,yolo,20210901_RC2_yes,6,123.06363200000001,48.26868896,1.4357215
5,S26R,-120.834427,47.168488,yolo,20210901_RC2_yes,6,45.682429,48.26868896,1.4357215
2,S27R,-121.176851,47.260155,yolo,20210901_RC2_maybe,3,163.44708799999998,8.017718257,1.6319832
2,S27R,-121.176851,47.260155,yolo,20210901_RC2_maybe,3,135.66339399999998,8.017718257,1.6319832
2,S27R,-121.176851,47.260155,yolo,20210901_RC2_no,4,300.537129,8.017718257,1.6319832
2,S27R,-121.176851,47.260155,yolo,20210901_RC2_yes,6,149.66559099999998,8.017718257,1.6319832
2,S27R,-121.176851,47.260155,yolo,20210901_RC2_yes,6,85.798651,8.017718257,1.6319832
2,S27R,-121.176851,47.260155,yolo,20210901_RC2_yes,6,74.84273900000001,8.017718257,1.6319832
2,S27R,-121.176851,47.260155,yolo,20210901_RC2_yes,6,67.148527,8.017718257,1.6319832
2,S27R,-121.176851,47.260155,yolo,20210901_RC2_yes,6,81.664257,8.017718257,1.6319832
2,S27R,-121.176851,47.260155,yolo,20210901_RC2_yes,6,98.885069,8.017718257,1.6319832
4,S28R,-120.73804,47.124215,yolo,20210901_RC2_yes,6,99.564906,0.0048204,2.3612242
6,S28RE,-120.73817,47.123516,yolo,20210901_RC2_maybe,3,173.590293,0.0969155,1.9526943
6,S28RE,-120.73817,47.123516,yolo,20210901_RC2_maybe,3,97.302256,0.0969155,1.9526943
6,S28RE,-120.73817,47.123516,yolo,20210901_RC2_no,4,89.64774,0.0969155,1.9526943
6,S28RE,-120.73817,47.123516,yolo,20210901_RC2_no,4,241.146232,0.0969155,1.9526943
4,S29R,-120.733369,47.082159,yolo,20210901_RC2_no,4,392.16103400000003,37.61957346,0.9511203
4,S30R,-120.5482254,46.09521496,yolo,20210901_RC2_maybe,3,86.598018,3.432751697,1.0242773
4,S30R,-120.5482254,46.09521496,yolo,20210901_RC2_no,4,96.219664,3.432751697,1.0242773
4,S30R,-120.5482254,46.09521496,yolo,20210901_RC2_no,4,168.439036,3.432751697,1.0242773
4,S30R,-120.5482254,46.09521496,yolo,20210901_RC2_no,4,73.38059399999999,3.432751697,1.0242773
4,S30R,-120.5482254,46.09521496,yolo,20210901_RC2_VerticalQuadrat,5,96.219664,3.432751697,1.0242773
5,S49R,-120.813351,46.724267,yolo,20210901_RC2_yes,6,110.556401,41.76372637,0.7623739
4,S71,-120.691204,46.968185,yolo,20210901_RC2_yes,6,102.87346699999999,36.4101646,0.9767226
4,S72,-120.590443,46.99491,yolo,20210901_RC2_yes,6,100.585723,33.77814872,1.3541058
4,S75,-120.51748,47.017577,yolo,20210901_RC2_maybe,3,37.548064,3.3254298,3.3759937
4,S77,-120.583712,46.625578,yolo,20210901_RC2_maybe,3,128.41006199999998,1.452887896,0.2818825
4,S82,-120.480372,46.53837,yolo,20210901_RC2_no,4,34.497404,0.8623335,0.2169893
4,S82,-120.480372,46.53837,yolo,20210901_RC2_no,4,76.46042,0.8623335,0.2169893
3,S83,-121.227415,47.239586,yolo,20210901_RC2_maybe,3,120.037424,24.25640589,0.6670102
3,S83,-121.227415,47.239586,yolo,20210901_RC2_maybe,3,71.589323,24.25640589,0.6670102
3,S83,-121.227415,47.239586,yolo,20210901_RC2_yes,6,84.063237,24.25640589,0.6670102
3,S83,-121.227415,47.239586,yolo,20210901_RC2_yes,6,89.86427499999999,24.25640589,0.6670102
3,S83,-121.227415,47.239586,yolo,20210901_RC2_yes,6,76.013241,24.25640589,0.6670102
3,S83,-121.227415,47.239586,yolo,20210901_RC2_yes,6,145.179962,24.25640589,0.6670102
3,S83,-121.227415,47.239586,yolo,20210901_RC2_yes,6,82.925719,24.25640589,0.6670102
3,S83,-121.227415,47.239586,yolo,20210901_RC2_yes,6,72.596553,24.25640589,0.6670102
3,S83,-121.227415,47.239586,yolo,20210901_RC2_yes,6,95.509456,24.25640589,0.6670102
4,W20,-120.710935,46.832844,yolo,20210901_RC2_maybe,3,126.92980700000001,34.28728652,0.32813686
4,W20,-120.710935,46.832844,yolo,20210901_RC2_maybe,3,116.071069,34.28728652,0.32813686
4,W20,-120.710935,46.832844,yolo,20210901_RC2_no,4,150.11549399999998,34.28728652,0.32813686
4,W20,-120.710935,46.832844,yolo,20210901_RC2_no,4,125.25698699999998,34.28728652,0.32813686
4,W20,-120.710935,46.832844,yolo,20210901_RC2_no,4,154.19305,34.28728652,0.32813686
4,W20,-120.710935,46.832844,yolo,20210901_RC2_yes,6,108.29743,34.28728652,0.32813686
3,U20,-120.642142,46.898654,yolo,20210901_RC2_no,4,78.89579400000001,2.724905748,1.3775169
3,U20,-120.642142,46.898654,yolo,20210901_RC2_no,4,129.61272200000002,2.724905748,1.3775169
